Free_category_count,Neutral_category_count,Busy_Category_count,System_category_count,Battery_level,Battery_status,Background,Foreground,Service,Visible,Perceptible,Unknown,TimeStamp
6,3,2,17,80,discharging,0,0,28,0,0,0,1722
5,2,3,17,69,charging,0,0,27,0,0,0,0152
5,3,1,29,78,discharging,0,0,38,0,0,0,1000
8,3,2,21,96,discharging,0,0,34,0,0,0,0341
6,4,2,21,62,charging,0,0,33,0,0,0,0957
5,2,3,16,98,charging,0,0,26,0,0,0,2011
5,3,2,17,92,charging,0,0,27,0,0,0,0322
5,3,2,17,89,discharging,0,0,27,0,0,0,0247
5,2,3,17,77,charging,0,0,27,0,0,0,1120
5,2,3,17,75,charging,0,0,27,0,0,0,1920
5,3,2,18,28,charging,0,0,28,0,0,0,0520
4,4,3,19,93,discharging,0,0,30,0,0,0,1931
5,2,2,15,53,charging,0,0,24,0,0,0,1135
5,3,2,17,91,discharging,0,0,27,0,0,0,1244
4,3,2,24,33,discharging,0,0,32,0,0,0,2323
8,2,2,22,1,discharging,0,0,34,0,0,0,0959
5,3,3,16,96,charging,0,0,27,0,0,0,0552
4,3,2,14,93,charging,0,0,23,0,0,0,2212
5,3,2,18,40,charging,0,0,28,0,0,0,0643
5,2,1,28,82,charging,0,0,36,0,0,0,1641
5,3,2,18,92,charging,0,0,28,0,0,0,2101
5,4,1,26,79,charging,0,0,36,0,0,0,1230
4,3,3,18,70,charging,0,0,28,0,0,0,1818
5,2,2,17,86,charging,0,0,26,0,0,0,1249
5,2,2,16,75,discharging,0,0,25,0,0,0,0929
5,3,3,17,70,charging,0,1,27,0,0,0,0633
5,4,2,17,79,charging,0,0,28,0,0,0,1207
5,3,2,19,44,discharging,0,0,29,0,0,0,0556
5,2,3,17,96,discharging,0,0,27,0,0,0,0459
5,3,1,30,77,charging,0,0,39,0,0,0,1652
5,2,2,18,79,discharging,0,0,27,0,0,0,0439
5,3,2,26,87,charging,0,0,36,0,0,0,0911
6,2,2,22,53,charging,0,0,32,0,0,0,0841
5,4,1,26,94,discharging,0,0,36,0,0,0,1649
6,2,1,27,1,charging,0,0,36,0,0,0,1026
5,2,3,17,86,discharging,0,0,27,0,0,0,0908
5,2,2,16,39,discharging,0,0,25,0,0,0,0724
6,4,1,27,64,discharging,0,0,38,0,0,0,1515
7,5,2,26,45,charging,0,0,38,0,0,0,0708
6,2,1,28,55,charging,0,0,37,0,0,0,0840
5,3,3,18,95,charging,0,0,29,0,0,0,2054
5,2,2,15,68,discharging,0,0,24,0,0,0,1252
5,2,2,17,50,discharging,0,0,26,0,0,0,2032
5,2,1,28,86,discharging,0,0,36,0,0,0,1302
5,3,2,28,84,charging,0,0,38,0,0,0,0701
5,3,2,18,56,discharging,0,0,28,0,0,0,2259
5,3,2,18,98,charging,0,0,28,0,0,0,1105
6,3,2,30,82,charging,0,0,41,0,0,0,1048
5,3,1,20,95,charging,0,0,29,0,0,0,1041
6,3,3,17,56,charging,0,0,29,0,0,0,1249
5,4,1,19,75,charging,0,0,29,0,0,0,2016
4,2,3,17,98,discharging,0,0,26,0,0,0,1305
6,3,2,18,52,discharging,0,1,28,0,0,0,1818
6,3,2,18,95,charging,0,0,29,0,0,0,2125
5,2,2,19,71,discharging,0,0,28,0,0,0,0130
1,0,0,0,80,discharging,0,0,1,0,0,0,2041
5,3,2,17,69,charging,0,0,27,0,0,0,1622
5,2,2,16,83,charging,0,0,25,0,0,0,0935
4,2,3,17,87,discharging,0,0,26,0,0,0,1006
5,4,1,23,85,discharging,0,0,33,0,0,0,0022
6,4,1,22,88,charging,0,0,33,0,0,0,0800
5,3,2,17,96,charging,0,0,27,0,0,0,0945
5,2,2,16,89,charging,0,0,25,0,0,0,1054
5,5,4,16,65,discharging,0,0,30,0,0,0,0645
6,2,3,18,93,discharging,0,0,29,0,0,0,0141
5,2,2,19,70,discharging,0,0,28,0,0,0,2017
5,3,1,27,92,discharging,0,0,36,0,0,0,0020
1,0,0,0,99,charging,0,0,1,0,0,0,2305
5,3,1,28,94,discharging,0,0,37,0,0,0,0047
6,3,1,27,89,charging,0,0,37,0,0,0,0946
5,2,1,27,85,discharging,0,1,34,0,0,0,1936
5,3,3,16,92,charging,0,0,27,0,0,0,1850
6,3,2,19,69,discharging,0,0,30,0,0,0,0952
5,4,1,26,85,discharging,0,0,36,0,0,0,0144
5,3,3,17,48,charging,0,0,28,0,0,0,2336
5,2,2,16,79,discharging,0,0,25,0,0,0,0318
5,3,2,18,47,charging,0,0,28,0,0,0,0544
6,4,2,19,73,discharging,0,0,31,0,0,0,2013
6,2,2,29,77,charging,0,0,39,0,0,0,0556
4,2,4,17,69,discharging,0,0,27,0,0,0,0444
3,3,2,17,79,charging,0,0,25,0,0,0,1230
5,2,2,18,54,discharging,0,1,26,0,0,0,0116
4,3,3,18,1,charging,0,0,28,0,0,0,1142
5,3,2,17,87,charging,0,0,27,0,0,0,1307
5,2,2,27,88,charging,0,0,36,0,0,0,1737
5,4,2,16,60,discharging,0,0,27,0,0,0,0013
5,3,2,15,78,charging,0,0,25,0,0,0,2312
7,2,1,26,69,charging,0,0,36,0,0,0,0831
5,3,2,18,69,charging,0,0,28,0,0,0,2316
5,3,1,16,36,discharging,0,0,25,0,0,0,0359
7,3,1,26,66,charging,0,0,36,0,0,1,0932
5,2,1,15,92,discharging,0,0,23,0,0,0,2029
4,3,4,18,65,charging,0,0,29,0,0,0,1033
6,3,2,30,40,charging,0,0,41,0,0,0,0257
1,0,0,0,93,discharging,0,0,1,0,0,0,2241
5,4,1,29,75,discharging,0,1,38,0,0,0,2033
6,3,1,27,88,discharging,0,0,37,0,0,0,1735
5,2,2,16,99,discharging,0,0,25,0,0,0,1155
5,3,2,17,95,discharging,0,0,27,0,0,0,0213
5,4,2,17,47,charging,0,0,28,0,0,0,0602
5,2,3,16,94,charging,0,0,26,0,0,0,1956
4,2,3,17,91,charging,0,0,26,0,0,0,1504
5,2,2,16,66,discharging,0,0,25,0,0,0,0811
5,3,3,17,43,discharging,0,0,28,0,0,0,0433
6,4,1,25,69,discharging,0,0,36,0,0,0,1219
5,3,1,27,95,discharging,0,0,36,0,0,0,2328
6,4,1,27,72,discharging,0,0,38,0,0,0,2119
5,3,2,18,89,discharging,0,0,28,0,0,0,1753
7,2,1,28,87,charging,0,0,38,0,0,0,1741
5,3,2,15,67,charging,0,0,25,0,0,0,1038
5,3,2,17,39,charging,0,0,27,0,0,0,1003
5,2,1,27,69,charging,0,0,35,0,0,0,2212
5,2,2,17,65,charging,0,0,26,0,0,0,0846
5,4,2,17,76,charging,0,0,28,0,0,0,2205
7,2,1,26,74,charging,0,0,36,0,0,0,0839
8,3,2,22,59,charging,0,0,35,0,0,0,0531
5,2,2,19,92,charging,0,0,28,0,0,0,2134
7,2,1,26,1,charging,0,0,36,0,0,0,0944
5,3,1,21,79,charging,0,0,30,0,0,0,0932
5,4,1,20,75,charging,0,0,30,0,0,0,0501
6,4,2,28,61,charging,0,0,40,0,0,0,0630
6,3,1,28,60,discharging,0,1,37,0,0,0,2154
5,3,2,15,82,discharging,0,0,25,0,0,0,1645
5,3,2,15,81,charging,0,0,25,0,0,0,1055
8,4,2,21,64,charging,0,0,35,0,0,0,0522
1,0,0,0,97,discharging,0,0,1,0,0,0,0637
5,2,2,17,92,discharging,0,0,26,0,0,0,1725
5,3,3,18,99,charging,0,0,29,0,0,0,1127
5,2,2,16,60,charging,0,0,25,0,0,0,1338
5,3,2,18,99,charging,0,0,28,0,0,0,1431
5,3,3,17,90,discharging,0,0,28,0,0,0,1019
4,3,3,18,65,discharging,0,0,28,0,0,0,1054
5,2,1,16,76,charging,0,0,24,0,0,0,1331
5,3,2,17,47,discharging,0,0,27,0,0,0,1837
6,3,1,26,76,charging,0,0,36,0,0,0,0649
5,2,2,17,71,discharging,0,0,26,0,0,0,0747
4,3,3,18,72,charging,0,0,28,0,0,0,1821
5,3,2,24,67,discharging,0,0,34,0,0,0,1220
5,4,2,18,42,charging,0,0,29,0,0,0,0610
5,4,1,27,84,charging,0,0,37,0,0,0,2033
5,2,3,18,77,discharging,0,0,28,0,0,0,1005
5,3,2,17,82,discharging,0,0,27,0,0,0,1727
6,2,1,26,87,charging,0,0,35,0,0,0,0707
5,4,2,17,86,discharging,0,0,28,0,0,0,0118
4,2,3,18,90,charging,0,0,27,0,0,0,1227
5,3,2,18,82,charging,0,0,28,0,0,0,2043
6,2,1,27,77,discharging,0,0,36,0,0,0,0408
5,4,1,21,94,charging,0,0,31,0,0,0,1048
4,2,3,16,84,charging,0,0,25,0,0,0,1150
5,2,1,26,68,charging,0,0,34,0,0,0,2229
4,3,3,18,57,discharging,0,0,28,0,0,0,1454
4,2,3,17,89,charging,0,0,26,0,0,0,1315
5,3,1,27,87,charging,0,0,36,0,0,0,0657
4,2,3,16,99,discharging,0,0,25,0,0,0,1747
5,5,1,21,73,charging,0,0,32,0,0,0,1951
5,4,1,22,94,charging,0,0,32,0,0,0,1147
5,2,2,17,51,charging,0,0,26,0,0,0,2316
5,2,2,15,85,charging,0,0,24,0,0,0,0718
5,2,2,17,50,discharging,0,0,26,0,0,0,2148
7,2,3,18,64,charging,0,1,29,0,0,0,0528
7,2,1,26,70,charging,0,0,36,0,0,0,1016
5,2,2,14,99,charging,0,0,23,0,0,0,0931
5,2,1,28,63,charging,0,0,36,0,0,0,0701
5,5,1,20,69,discharging,0,0,31,0,0,0,1743
4,2,3,17,82,discharging,0,0,26,0,0,0,0746
5,3,2,18,69,charging,0,0,28,0,0,0,0245
5,2,2,17,59,charging,0,0,26,0,0,0,1011
5,4,3,19,95,discharging,0,0,31,0,0,0,1411
5,4,3,17,73,charging,0,0,29,0,0,0,0554
5,2,3,17,82,discharging,0,0,27,0,0,0,2039
5,3,2,18,41,charging,0,1,27,0,0,0,0451
6,4,2,18,51,charging,0,0,27,0,0,0,0958
5,3,1,28,94,discharging,0,0,37,0,0,0,0820
1,0,0,0,85,charging,0,0,1,0,0,0,0636
6,3,1,29,78,charging,0,0,39,0,0,0,2118
5,4,3,17,64,discharging,0,0,29,0,0,0,1042
5,2,2,15,69,charging,0,0,24,0,0,0,0003
6,3,2,28,69,charging,0,0,39,0,0,0,0640
4,2,3,18,62,charging,0,0,27,0,0,0,0514
5,3,3,17,83,discharging,0,0,28,0,0,0,2322
1,0,0,0,82,discharging,0,0,1,0,0,0,2033
5,3,1,26,88,charging,0,0,35,0,0,0,0913
7,3,2,23,98,discharging,0,0,35,0,0,0,0828
7,3,1,28,70,discharging,0,0,37,0,0,0,0545
5,3,2,16,42,charging,0,0,26,0,0,0,1352
5,3,3,17,96,charging,0,0,28,0,0,0,0734
5,3,2,15,57,charging,0,0,25,0,0,0,0258
5,4,1,22,88,charging,0,0,32,0,0,0,1019
5,3,1,17,42,charging,0,1,25,0,0,0,0512
5,2,2,15,49,discharging,0,0,24,0,0,0,0303
5,2,2,18,63,charging,0,1,26,0,0,0,0552
7,3,1,27,75,charging,0,0,37,0,0,0,1929
5,3,1,26,44,charging,0,0,35,0,0,0,0757
6,3,2,28,94,discharging,0,0,39,0,0,0,0520
5,5,0,24,64,charging,0,0,34,0,0,0,0544
5,4,3,16,54,charging,0,0,28,0,0,0,0054
6,3,1,21,89,charging,0,0,31,0,0,0,0731
6,2,1,29,69,charging,0,0,38,0,0,0,0730
5,3,1,22,94,charging,0,0,31,0,0,0,1009
5,2,2,16,65,charging,0,0,25,0,0,0,1018
6,3,1,28,1,charging,0,0,38,0,0,0,0407
5,3,2,18,78,charging,0,0,28,0,0,0,1342
8,4,2,20,61,charging,0,0,34,0,0,0,0502
7,2,4,17,75,charging,0,0,30,0,0,0,1739
1,0,0,0,85,discharging,0,0,1,0,0,0,0311
5,2,2,17,34,discharging,0,0,26,0,0,0,1035
4,2,3,16,78,charging,0,0,25,0,0,0,1142
6,3,3,17,43,charging,0,0,29,0,0,0,1234
5,2,2,15,52,charging,0,0,24,0,0,0,1134
5,2,2,17,93,charging,0,0,26,0,0,0,2034
5,2,2,15,77,charging,0,1,23,0,0,0,1004
5,4,2,18,32,charging,0,0,29,0,0,0,0558
5,4,2,16,76,discharging,0,1,26,0,0,0,1951
5,3,2,17,86,charging,0,0,27,0,0,0,0332
6,2,1,27,87,discharging,0,0,36,0,0,0,0910
6,3,2,19,88,charging,0,0,30,0,0,0,1102
6,4,1,26,77,charging,0,0,37,0,0,0,2327
6,3,1,21,82,charging,0,0,31,0,0,0,0719
6,3,2,20,56,charging,0,0,31,0,0,0,0849
5,3,3,16,62,charging,0,0,27,0,0,0,1008
5,3,2,16,87,discharging,0,1,25,0,0,0,1924
6,2,2,29,53,charging,0,0,39,0,0,0,2344
6,3,4,28,89,discharging,0,0,40,0,0,0,0210
5,2,2,16,98,charging,0,0,25,0,0,0,1252
5,2,1,16,54,charging,0,0,24,0,0,0,0831
6,4,1,26,67,charging,0,0,37,0,0,0,2311
6,3,2,21,83,charging,0,0,32,0,0,0,2042
6,3,2,28,68,discharging,0,0,39,0,0,0,1210
6,4,2,33,86,discharging,0,0,45,0,0,0,1027
5,4,1,22,75,discharging,0,1,30,0,0,0,1930
5,3,3,17,90,discharging,0,0,28,0,0,0,0359
5,2,3,17,78,discharging,0,0,27,0,0,0,2301
6,3,3,17,43,discharging,0,0,29,0,0,0,1822
6,2,2,17,37,discharging,0,0,27,0,0,0,1257
5,3,2,17,77,discharging,0,0,27,0,0,0,0418
5,5,1,21,67,discharging,0,0,32,0,0,0,1744
5,2,2,17,75,charging,0,0,26,0,0,0,1619
6,3,1,28,81,charging,0,0,38,0,0,0,1644
5,4,3,17,81,discharging,0,0,29,0,0,0,0926
5,3,2,15,93,discharging,0,0,25,0,0,0,1402
6,3,2,19,49,discharging,0,0,30,0,0,0,1056
1,1,0,0,86,discharging,0,0,1,0,0,0,1136
6,2,2,18,76,discharging,0,0,28,0,0,0,1049
5,2,2,17,92,charging,0,0,26,0,0,0,1138
6,3,1,27,78,charging,0,0,37,0,0,0,0845
5,2,1,26,84,discharging,0,0,34,0,0,0,0200
7,4,2,22,61,charging,0,0,35,0,0,0,1057
5,3,3,17,67,discharging,0,0,28,0,0,0,0721
3,2,3,17,96,charging,0,0,25,0,0,0,0445
5,3,3,17,1,charging,0,0,28,0,0,0,0353
5,3,2,18,88,charging,0,0,28,0,0,0,2052
6,3,2,18,73,charging,0,0,29,0,0,0,2048
5,4,2,17,50,charging,0,0,28,0,0,0,1032
7,3,2,27,59,charging,0,0,37,0,0,0,0633
5,2,1,16,82,charging,0,0,24,0,0,0,1953
5,4,1,27,85,discharging,0,0,37,0,0,0,0205
5,5,1,20,80,charging,0,0,31,0,0,0,0455
5,3,2,15,92,discharging,0,0,25,0,0,0,1901
5,2,3,17,71,charging,0,0,27,0,0,0,1108
5,3,2,18,86,discharging,0,0,28,0,0,0,1811
5,3,2,18,79,charging,0,0,28,0,0,0,1836
3,2,3,17,83,charging,0,0,25,0,0,0,2331
6,3,1,27,86,discharging,0,0,37,0,0,0,1200
4,2,3,18,76,charging,0,0,27,0,0,0,1206
6,3,2,22,66,charging,0,0,31,0,0,0,0951
5,3,2,17,46,charging,0,0,27,0,0,0,0741
8,4,2,20,67,charging,0,0,34,0,0,0,0509
8,3,3,22,57,charging,0,0,35,0,0,0,0529
5,2,2,15,40,charging,0,0,24,0,0,0,1119
5,3,3,17,60,charging,0,1,27,0,0,0,0620
1,0,0,0,95,charging,0,0,1,0,0,0,1215
5,2,4,17,49,charging,0,0,28,0,0,0,0248
6,2,2,18,78,charging,0,0,28,0,0,0,1027
6,3,1,20,69,charging,0,0,30,0,0,0,0517
7,2,1,28,73,charging,0,0,38,0,0,0,1045
6,4,2,19,30,discharging,0,0,31,0,0,0,0501
6,4,1,29,62,charging,0,0,40,0,0,0,2102
5,3,3,17,70,discharging,0,0,28,0,0,0,0611
4,2,4,17,97,charging,0,0,27,0,0,0,1131
6,3,2,27,87,discharging,0,0,38,0,0,0,1134
5,2,2,18,73,discharging,0,0,27,0,0,0,2002
4,2,3,17,82,discharging,0,0,26,0,0,0,0715
6,2,2,18,48,discharging,0,0,27,0,0,0,1123
5,3,1,20,82,charging,0,1,28,0,0,0,0519
5,2,3,17,94,discharging,0,0,27,0,0,0,0955
5,2,2,15,91,discharging,0,0,24,0,0,0,1657
5,2,2,16,46,charging,0,0,25,0,0,0,0849
6,3,1,22,93,discharging,0,0,32,0,0,0,0917
1,0,0,0,93,discharging,0,0,1,0,0,0,0158
5,3,2,16,37,charging,0,0,26,0,0,0,0912
7,2,1,26,60,charging,0,0,36,0,0,0,1110
5,4,3,18,78,discharging,0,0,30,0,0,0,1002
5,3,1,28,88,charging,0,0,37,0,0,0,0622
5,3,1,29,75,charging,0,0,38,0,0,0,1038
5,2,2,18,57,charging,0,0,27,0,0,0,1212
5,4,0,21,85,discharging,0,0,30,0,0,0,1620
5,3,3,18,95,charging,0,0,29,0,0,0,0952
6,3,2,23,45,charging,0,0,34,0,0,0,0933
5,2,3,15,68,charging,0,0,25,0,0,0,0524
5,3,1,25,89,discharging,0,0,34,0,0,0,2125
5,3,2,19,1,charging,0,0,29,0,0,0,2256
6,3,1,27,88,charging,0,0,37,0,0,0,0944
5,4,2,22,57,charging,0,0,32,0,0,0,0427
5,2,2,18,63,discharging,0,1,26,0,0,0,1916
5,2,1,19,38,charging,0,0,27,0,0,0,1857
5,4,1,26,84,discharging,0,0,36,0,0,0,1950
7,5,2,22,82,charging,0,0,35,0,0,0,0520
5,3,3,18,69,discharging,0,0,29,0,0,0,1236
5,3,3,21,71,discharging,0,1,31,0,0,0,0537
5,3,3,16,74,charging,0,0,27,0,0,0,1023
5,2,3,17,81,discharging,0,0,27,0,0,0,0131
5,3,1,16,79,discharging,0,0,25,0,0,0,0220
5,4,2,17,49,charging,0,0,28,0,0,0,1031
7,2,2,21,85,charging,0,0,32,0,0,0,0721
5,2,1,26,70,charging,0,0,34,0,0,0,2250
5,3,2,18,55,charging,0,1,27,0,0,0,0554
5,5,1,24,82,discharging,0,0,35,0,0,0,0547
5,2,3,17,78,charging,0,0,27,0,0,0,0206
5,2,3,18,97,discharging,0,0,28,0,0,0,2347
5,3,2,17,45,discharging,0,0,27,0,0,0,0136
7,2,1,28,69,discharging,0,0,38,0,0,0,1136
5,3,2,15,98,charging,0,0,25,0,0,0,1124
5,3,4,17,56,charging,0,0,29,0,0,0,0235
5,2,2,17,63,discharging,0,0,26,0,0,0,0743
4,3,3,17,59,charging,0,0,27,0,0,0,2257
5,2,2,16,46,discharging,0,0,25,0,0,0,1807
5,3,1,21,74,charging,0,0,30,0,0,0,0851
4,2,3,19,87,charging,0,0,28,0,0,0,0646
6,2,2,18,82,charging,0,0,28,0,0,0,1033
4,2,3,17,90,discharging,0,0,26,0,0,0,0458
6,3,2,18,72,discharging,0,1,28,0,0,0,1947
5,3,2,15,95,charging,0,0,25,0,0,0,1122
5,3,1,21,93,charging,0,0,30,0,0,0,1025
5,3,1,29,72,charging,0,0,38,0,0,0,1634
5,3,2,18,87,charging,0,0,27,0,0,0,1932
5,2,1,17,62,charging,0,0,25,0,0,0,1928
6,3,2,26,87,charging,0,0,37,0,0,0,1740
1,0,0,0,81,discharging,0,0,1,0,0,0,0328
5,4,3,17,74,charging,0,0,29,0,0,0,0947
5,2,3,17,37,charging,0,0,27,0,0,0,1115
6,3,2,26,88,discharging,0,0,37,0,0,0,1117
5,3,3,18,60,charging,0,0,29,0,0,0,1611
5,3,2,17,61,discharging,0,0,27,0,0,0,0015
8,3,2,21,88,discharging,0,0,34,0,0,0,0557
4,4,4,18,56,charging,0,0,30,0,0,0,1727
5,4,2,18,84,charging,0,0,29,0,0,0,1118
7,3,1,26,84,charging,0,0,37,0,0,0,0942
6,3,2,17,56,charging,0,0,28,0,0,0,0601
5,3,2,27,37,discharging,0,0,37,0,0,0,2250
5,3,3,17,41,discharging,0,0,28,0,0,0,1825
5,3,3,17,1,charging,0,0,28,0,0,0,1437
6,5,1,26,97,charging,0,0,38,0,0,0,1010
6,3,1,30,86,charging,0,0,40,0,0,0,2016
6,6,1,26,91,discharging,0,0,39,0,0,0,0915
5,4,2,17,74,charging,0,0,28,0,0,0,1109
5,2,2,17,82,discharging,0,0,26,0,0,0,2047
5,2,3,16,42,charging,0,0,26,0,0,0,0332
4,4,4,18,57,charging,0,0,30,0,0,0,1729
6,4,2,28,72,charging,0,0,38,0,0,0,1924
7,2,4,18,76,charging,0,1,30,0,0,0,0543
5,2,2,19,59,discharging,0,1,27,0,0,0,1914
5,2,2,16,66,charging,0,0,25,0,0,0,1319
5,3,1,17,82,charging,0,0,26,0,0,0,0732
5,3,2,25,71,charging,0,0,35,0,0,0,1641
6,3,2,27,86,charging,0,0,38,0,0,0,0824
1,0,0,0,96,charging,0,0,1,0,0,0,1202
5,3,1,26,75,charging,0,0,35,0,0,0,2256
6,2,2,30,67,charging,0,0,40,0,0,0,0324
5,4,1,21,76,charging,0,0,31,0,0,0,0907
5,5,1,21,68,charging,0,0,32,0,0,0,0847
5,3,2,17,61,charging,0,0,27,0,0,0,1019
5,2,3,14,49,charging,0,0,24,0,0,0,0023
5,2,3,16,71,charging,0,0,26,0,0,0,1728
5,2,2,16,60,charging,0,0,25,0,0,0,1147
5,3,2,18,88,charging,0,0,28,0,0,0,1157
6,2,2,30,1,charging,0,0,40,0,0,0,0450
5,2,3,19,79,discharging,0,0,29,0,0,0,2250
7,2,1,26,73,charging,0,0,36,0,0,0,0838
5,4,2,17,78,charging,0,0,28,0,0,0,1206
5,3,2,27,74,discharging,0,1,36,0,0,0,0430
5,3,2,15,40,charging,0,0,25,0,0,0,2232
5,2,3,16,77,discharging,0,0,26,0,0,0,1800
5,3,1,20,90,charging,0,0,29,0,0,0,0525
5,2,2,18,67,discharging,0,1,26,0,0,0,0206
5,3,2,18,69,discharging,0,0,28,0,0,0,1835
5,4,1,27,99,charging,0,0,37,0,0,0,2235
5,4,2,17,54,charging,0,0,28,0,0,0,1037
5,2,2,17,83,discharging,0,1,25,0,0,0,1824
1,0,0,0,93,charging,0,0,1,0,0,0,2243
5,2,2,18,84,discharging,0,1,26,0,0,0,0116
5,4,1,26,93,discharging,0,0,36,0,0,0,0821
5,3,0,22,58,discharging,0,1,29,0,0,0,1949
5,3,2,16,66,charging,0,0,26,0,0,0,1406
5,4,3,14,53,discharging,0,0,26,0,0,0,0933
6,3,1,29,72,charging,0,0,39,0,0,0,2111
5,2,4,17,45,charging,0,0,28,0,0,0,0243
5,2,2,16,77,charging,0,0,25,0,0,0,1359
5,3,2,16,49,charging,0,0,26,0,0,0,1346
5,2,4,18,84,charging,0,0,29,0,0,0,2209
5,3,2,20,80,charging,0,0,30,0,0,0,0741
5,3,2,17,59,charging,0,0,27,0,0,0,1027
5,3,2,16,76,charging,0,0,26,0,0,0,1124
6,5,2,27,50,charging,0,0,39,0,0,0,2127
5,3,2,16,53,charging,0,0,26,0,0,0,1351
5,3,1,27,90,charging,0,0,36,0,0,0,1733
5,3,2,16,68,charging,0,0,26,0,0,0,1408
5,4,2,18,95,charging,0,0,29,0,0,0,1141
5,2,2,17,83,discharging,0,1,25,0,0,0,1938
5,2,2,16,67,discharging,0,0,25,0,0,0,0851
5,3,2,19,49,charging,0,0,29,0,0,0,0930
3,2,3,17,91,discharging,0,0,25,0,0,0,0835
5,2,1,16,68,discharging,0,0,24,0,0,0,0521
5,4,3,14,67,discharging,0,0,26,0,0,0,0727
5,4,2,17,73,discharging,0,0,28,0,0,0,1159
6,4,1,29,57,charging,0,0,40,0,0,0,2057
7,3,1,26,66,charging,0,0,37,0,0,0,0827
6,4,3,28,71,discharging,0,0,39,0,0,0,1116
7,4,1,26,86,discharging,0,1,37,0,0,0,1930
5,2,2,16,56,charging,0,0,25,0,0,0,1334
4,2,4,15,60,charging,0,0,25,0,0,0,1147
5,4,1,19,99,discharging,0,0,29,0,0,0,0201
5,3,3,17,95,charging,0,0,28,0,0,0,1141
5,3,2,18,79,charging,0,0,28,0,0,0,2125
3,2,3,17,86,discharging,0,0,25,0,0,0,1233
5,5,1,23,67,charging,0,0,34,0,0,0,1300
5,2,2,16,65,charging,0,0,25,0,0,0,0234
7,2,3,17,69,charging,0,0,29,0,0,0,0505
5,4,2,18,94,discharging,0,0,29,0,0,0,1748
5,2,2,18,88,discharging,0,0,27,0,0,0,1913
5,2,1,16,83,charging,0,0,24,0,0,0,1341
4,2,3,18,65,charging,0,0,27,0,0,0,0518
6,2,2,18,67,charging,0,0,28,0,0,0,1013
5,2,1,28,82,charging,0,0,36,0,0,0,2117
5,4,2,19,65,discharging,0,0,30,0,0,0,2112
5,2,2,15,43,discharging,0,0,24,0,0,0,1444
5,2,2,17,53,discharging,0,1,25,0,0,0,1920
7,2,2,26,56,charging,0,0,35,0,0,0,0841
6,3,2,26,79,charging,0,0,37,0,0,0,1729
5,3,2,16,45,charging,0,0,26,0,0,0,0959
5,3,3,15,61,charging,0,0,26,0,0,0,1059
6,2,2,22,70,charging,0,0,32,0,0,0,0817
4,2,3,17,97,charging,0,0,26,0,0,0,1522
4,2,3,17,91,discharging,0,0,26,0,0,0,0813
5,3,1,25,54,charging,0,0,34,0,0,0,2059
5,2,2,15,46,charging,0,0,24,0,0,0,1219
5,3,2,17,39,discharging,0,0,27,0,0,0,2311
7,3,1,26,85,charging,0,0,37,0,0,0,0829
5,2,2,16,92,charging,0,0,25,0,0,0,1424
6,4,1,29,97,discharging,0,0,40,0,0,0,0402
4,3,2,15,87,charging,0,0,24,0,0,0,2324
4,2,3,18,83,discharging,0,0,27,0,0,0,1902
5,3,2,18,80,discharging,0,0,28,0,0,0,2122
5,2,3,18,90,discharging,0,0,28,0,0,0,0621
6,3,1,27,90,discharging,0,0,37,0,0,0,0851
5,2,2,16,72,discharging,0,0,25,0,0,0,1747
4,2,3,17,83,charging,0,0,26,0,0,0,0830
5,2,2,19,93,discharging,0,0,28,0,0,0,0133
5,2,1,30,95,discharging,0,0,38,0,0,0,0348
5,5,1,20,83,charging,0,0,31,0,0,0,0459
5,3,4,17,67,charging,0,0,29,0,0,0,0248
5,3,1,17,41,charging,0,1,25,0,0,0,0510
5,3,2,18,79,charging,0,0,28,0,0,0,1022
1,0,0,0,75,discharging,0,0,1,0,0,0,0437
5,3,1,27,87,discharging,0,0,36,0,0,0,0312
5,4,3,14,93,discharging,0,0,26,0,0,0,0222
6,3,2,28,90,charging,0,0,39,0,0,0,0713
5,3,2,16,83,charging,0,0,26,0,0,0,1039
6,3,2,26,96,discharging,0,0,37,0,0,0,0954
7,3,2,21,60,charging,0,0,33,0,0,0,1056
5,2,3,17,80,discharging,0,0,27,0,0,0,2205
8,3,2,21,59,charging,0,0,34,0,0,0,0516
5,3,2,16,31,charging,0,0,26,0,0,0,1008
3,2,3,17,91,charging,0,0,25,0,0,0,1121
5,3,1,16,95,discharging,0,0,25,0,0,0,2040
5,2,1,17,78,charging,0,0,25,0,0,0,1947
6,2,3,17,74,charging,0,0,28,0,0,0,2245
6,3,3,17,79,discharging,0,0,29,0,0,0,1549
4,3,3,18,86,discharging,0,0,28,0,0,0,0233
5,4,1,26,78,discharging,0,0,36,0,0,0,1117
5,4,0,19,93,discharging,0,0,28,0,0,0,0916
5,3,3,16,61,discharging,0,0,27,0,0,0,2116
4,2,3,17,65,charging,0,0,26,0,0,0,1427
4,3,3,17,60,charging,0,0,27,0,0,0,2258
5,4,2,17,81,charging,0,0,28,0,0,0,1210
7,2,1,26,95,discharging,0,0,36,0,0,0,1831
5,2,1,29,98,charging,0,0,37,0,0,0,2154
4,2,3,18,83,charging,0,0,27,0,0,0,1215
5,2,2,17,66,charging,0,1,25,0,0,0,0518
5,3,1,18,90,charging,0,0,27,0,0,0,0745
5,3,2,17,43,charging,0,0,27,0,0,0,1008
